latitude,longitude,zipcode,arr_date2,arrest_time,age,sex,race_cat,arrest_type,charge
34.0372,-118.2418,90021,2018-08-12,15:00,52,M,LatinX,Misdemeanor,25620BP
33.9315,-118.2501,90059,2018-08-12,22:00,37,M,Black,Misdemeanor,14601.1AVC
34.0649,-118.3451,90036,2018-08-12,22:20,28,M,Black,Misdemeanor,602(O)(1)PC
34.1976,-118.4094,91605,2018-08-12,18:40,28,M,LatinX,Misdemeanor,11377(A)HS
33.9941,-118.2915,90037,2018-08-12,19:30,23,M,LatinX,Felony,422(A)PC
34.321,-118.4883,91342,2018-08-12,19:48,36,M,LatinX,Misdemeanor,47.15ALAMC
34.2355,-118.5361,91324,2018-08-12,1:35,62,M,LatinX,Misdemeanor,23152(A)VC
34.1837,-118.4465,91401,2018-08-12,15:00,36,M,Other,Misdemeanor,273.5(A)PC
34.084,-118.3547,90046,2018-08-12,15:00,28,M,Black,Misdemeanor,330PC
34.1425,-118.3643,91604,2018-08-12,8:00,53,M,White,Misdemeanor,41.27(C)LAM
34.1427,-118.4052,91604,2018-08-12,9:50,55,F,White,Misdemeanor,41.45(C)LAM
34.0265,-118.4279,90034,2018-08-12,22:05,35,M,White,Misdemeanor,853.7PC
34.0407,-118.268,90015,2018-08-12,21:55,18,M,LatinX,Felony,10851(A)VC
33.9957,-118.4786,90291,2018-08-12,0:10,56,M,White,Misdemeanor,853.7PC
34.2095,-118.4287,91402,2018-08-12,4:30,18,M,LatinX,Felony,459PC
34.0472,-118.309,90006,2018-08-12,11:50,32,M,LatinX,Misdemeanor,23152(B)VC
34.0605,-118.2814,90057,2018-08-12,16:30,56,M,LatinX,Infraction,41.27CLAMC
34.1869,-118.3987,91606,2018-08-12,1:10,79,M,White,Infraction,41.45(C)LAM
34.1,-118.3044,90027,2018-08-12,7:50,36,M,LatinX,Misdemeanor,853.7PC
34.0577,-118.2318,90012,2018-08-12,0:30,30,M,Black,Misdemeanor,243(E)(1)PC
34.0558,-118.2663,90017,2018-08-12,19:40,33,M,LatinX,Infraction,25620(A)BP
33.9642,-118.2783,90003,2018-08-12,14:35,24,M,LatinX,Misdemeanor,23152(F)VC
34.0696,-118.2612,90026,2018-08-12,3:18,42,F,Other,Misdemeanor,23152(A)VC
34.0549,-118.2778,90057,2018-08-12,19:10,31,M,LatinX,Infraction,25620(A)BP
34.0566,-118.2681,90017,2018-08-12,19:15,48,M,LatinX,Infraction,4127CLAMC
34.1938,-118.5884,91303,2018-08-12,18:55,35,M,White,Felony,646.9(B)PC
34.2011,-118.5448,91335,2018-08-12,18:15,50,M,LatinX,Misdemeanor,12500(A)VC
34.0534,-118.2745,90057,2018-08-12,20:35,57,M,LatinX,Infraction,4127CLAMC
34.1827,-118.4465,91401,2018-08-12,10:20,27,M,Other,Misdemeanor,20002(A)VC
34.0605,-118.2814,90057,2018-08-12,16:30,36,M,LatinX,Infraction,41.27(C)LAM
34.0558,-118.2663,90017,2018-08-12,19:40,33,M,LatinX,Infraction,4127CLAMC
34.2095,-118.4287,91402,2018-08-12,4:15,24,M,LatinX,Felony,459PC
33.9551,-118.2869,90044,2018-08-12,1:45,19,F,Black,Misdemeanor,243(A)PC
34.174,-118.4662,91411,2018-08-12,13:30,29,M,White,Misdemeanor,459.5PC
34.0442,-118.2439,90013,2018-08-12,13:10,39,F,Black,Misdemeanor,25620BP
34.0735,-118.3571,90036,2018-08-12,13:15,24,M,Other,Misdemeanor,647(A)PC
33.7798,-118.2656,90744,2018-08-12,21:20,45,M,White,Felony,211PC
33.9863,-118.3399,90043,2018-08-12,15:45,42,M,Black,Felony,459PC
33.9933,-118.4765,90291,2018-08-12,13:25,57,M,Black,Infraction,25620(A)BP
33.9829,-118.2783,90003,2018-08-12,15:00,16,M,Black,Felony,211PC
34.0442,-118.2439,90013,2018-08-12,22:33,45,M,White,Misdemeanor,11364(A)HS
34.1867,-118.4013,91606,2018-08-12,10:20,56,M,White,Infraction,2562(A)B&P
33.932,-118.2652,90061,2018-08-12,20:25,57,M,LatinX,Felony,422(A)PC
33.9933,-118.4765,90291,2018-08-12,16:00,33,M,Black,Infraction,41.27(C)LAM
34.0457,-118.2665,90015,2018-08-12,20:30,36,F,White,Misdemeanor,11377(A)HS
34.0335,-118.2737,90007,2018-08-12,2:37,24,F,Black,Misdemeanor,23152(A)VC
33.996,-118.3089,90062,2018-08-12,0:15,22,F,Black,Misdemeanor,653.22(A)PC
34.017,-118.3477,90016,2018-08-12,19:05,26,M,LatinX,Felony,245(A)(1)PC
34.2012,-118.5317,91335,2018-08-12,1:50,29,M,LatinX,Felony,21810PC
34.2217,-118.4328,91402,2018-08-12,21:50,36,M,Other,Felony,11358HS
33.781,-118.2983,90710,2018-08-12,3:00,27,M,Black,Misdemeanor,23152(A)VC
34.0918,-118.3092,90029,2018-08-12,16:50,33,M,LatinX,Felony,273.5(A)PC
34.1016,-118.3387,90028,2018-08-12,1:25,19,F,LatinX,Misdemeanor,243(A)PC
34.0806,-118.2176,90031,2018-08-12,16:30,22,M,LatinX,Misdemeanor,459.5PC
34.0571,-118.3825,90035,2018-08-12,4:30,30,M,LatinX,Felony,273.5(A)PC
33.9842,-118.3002,90044,2018-08-12,23:45,32,F,Black,Felony,23153(A)VC
33.9869,-118.467,90291,2018-08-12,14:30,47,M,White,Infraction,25620(A)BP
34.2227,-118.5361,91324,2018-08-12,0:25,19,M,LatinX,Felony,211PC
34.0412,-118.2474,90014,2018-08-12,12:30,47,F,LatinX,Infraction,25620ABP
34.321,-118.4883,91342,2018-08-12,19:15,18,M,LatinX,Misdemeanor,47.15ALAMC
34.0736,-118.217,90031,2018-08-12,0:15,23,M,LatinX,Felony,212.5(C)PC
34.0572,-118.3482,90036,2018-08-12,8:20,20,F,LatinX,Misdemeanor,243(E)(1)PC
34.1722,-118.3659,91601,2018-08-12,8:45,32,M,Other,Misdemeanor,12500(A)VC
33.997,-118.4761,90291,2018-08-12,12:55,29,M,White,Infraction,41.18(A)LAM
34.0907,-118.3374,90038,2018-08-12,20:20,41,M,LatinX,Misdemeanor,11377(A)HS
34.0515,-118.2424,90012,2018-08-12,23:25,41,M,White,Felony,470APC
34.2039,-118.4662,91405,2018-08-12,22:30,33,M,Black,Misdemeanor,647(A)PC
33.9909,-118.4765,90291,2018-08-12,15:45,26,M,Other,Misdemeanor,466PC
34.1052,-118.3252,90028,2018-08-12,20:30,37,F,White,Misdemeanor,243(A)PC
34.2458,-118.4209,91331,2018-08-12,2:45,47,M,LatinX,Misdemeanor,23152(A)VC
34.2095,-118.4287,91402,2018-08-12,4:30,30,M,LatinX,Felony,459PC
34.1938,-118.5884,91303,2018-08-12,12:45,45,M,White,Felony,211PC
33.9933,-118.4765,90291,2018-08-12,16:01,31,M,White,Infraction,41.27(C)LAM
33.9939,-118.2499,90011,2018-08-12,1:20,30,M,LatinX,Felony,487(A)PC
34.0566,-118.2681,90017,2018-08-12,19:15,29,M,LatinX,Infraction,4127CLAMC
34.0558,-118.2663,90017,2018-08-12,19:40,28,M,LatinX,Infraction,4127CLAMC
33.9698,-118.2827,90003,2018-08-12,17:45,56,M,Black,Misdemeanor,273.5(A)PC
34.0605,-118.2814,90057,2018-08-12,16:30,49,M,LatinX,Infraction,41.27CLAMC
33.9712,-118.2564,90001,2018-08-12,14:00,27,M,LatinX,Felony,459PC
34.1016,-118.3252,90028,2018-08-12,15:05,23,M,LatinX,Felony,487(A)PC
33.9457,-118.2462,90002,2018-08-12,21:55,24,M,LatinX,Felony,314.1PC
34.321,-118.4883,91342,2018-08-12,19:30,20,M,LatinX,Misdemeanor,47.15ALAMC
34.0449,-118.2415,90013,2018-08-12,19:00,36,F,LatinX,Misdemeanor,25620ABP
34.046,-118.2493,90013,2018-08-12,4:22,32,M,White,Misdemeanor,23152(A)VC
34.0442,-118.2439,90013,2018-08-12,10:05,58,M,LatinX,Misdemeanor,41.18DLAMC
34.2095,-118.4287,91402,2018-08-12,4:30,26,M,LatinX,Felony,459PC
34.0246,-118.3031,90018,2018-08-12,19:00,31,F,LatinX,Misdemeanor,273.6(A)PC
34.0448,-118.2474,90013,2018-08-12,1:30,36,M,Black,Misdemeanor,243(A)PC
34.0435,-118.2471,90014,2018-08-12,11:50,39,M,Black,Misdemeanor,41.18ALAMC
34.0474,-118.3225,90019,2018-08-12,6:30,47,M,LatinX,Felony,273.5(A)PC
33.964,-118.2739,90003,2018-08-12,15:55,39,M,LatinX,Misdemeanor,23152(F)VC
34.1829,-118.6015,91367,2018-08-12,8:40,37,M,White,Misdemeanor,602(K)PC
34.0326,-118.3284,90018,2018-08-12,3:50,43,M,Black,Felony,261PC
33.9921,-118.243,90058,2018-08-12,19:15,26,M,LatinX,Felony,3056PC
34.2386,-118.402,91352,2018-08-12,23:56,24,M,LatinX,Misdemeanor,23152(A)VC
34.0023,-118.4697,90291,2018-08-12,14:40,25,F,White,Misdemeanor,11350(A)HS
34.3182,-118.4313,91342,2018-08-12,0:35,38,F,LatinX,Misdemeanor,11350(A)HS
34.0646,-118.2153,90031,2018-08-12,10:30,28,M,LatinX,Felony,496(A)PC
34.2012,-118.3703,91605,2018-08-12,23:25,40,M,LatinX,Misdemeanor,23152(A)VC
33.9933,-118.4765,90291,2018-08-12,18:49,24,M,LatinX,Infraction,41.27(C)LAM
34.2757,-118.5144,91344,2018-08-12,17:10,35,M,LatinX,Felony,211PC
33.9905,-118.4478,90292,2018-08-12,8:05,43,M,LatinX,Misdemeanor,853.7PC
34.043,-118.242,90013,2018-08-12,19:40,50,M,LatinX,Felony,10851(A)VC
34.0998,-118.3267,90028,2018-08-12,23:45,24,M,LatinX,Felony,11378HS
33.9806,-118.3323,90043,2018-08-12,19:30,42,M,LatinX,Felony,273.5(A)PC
34.1016,-118.331,90028,2018-08-12,19:30,35,M,Black,Felony,211PC
34.0412,-118.2436,90021,2018-08-12,9:10,52,M,LatinX,Misdemeanor,25620BP
34.221,-118.5989,91304,2018-08-12,21:05,20,M,LatinX,Felony,20001(A)VC
34.1867,-118.6439,91307,2018-08-12,3:50,21,F,Other,Misdemeanor,602.5(A)PC
34.1829,-118.6015,91367,2018-08-12,9:00,31,M,LatinX,Misdemeanor,602(K)PC
34.2465,-118.4216,91331,2018-08-12,14:50,20,M,LatinX,Felony,4463(A)1VC
34.0503,-118.2765,90006,2018-08-12,21:55,25,M,LatinX,Felony,29800(A)1PC
34.0745,-118.3783,90048,2018-08-12,5:50,57,M,White,Misdemeanor,602PC
34.0387,-118.2439,90021,2018-08-12,9:20,53,M,Black,Misdemeanor,25620(A)B&P
34.0525,-118.4643,90049,2018-08-12,15:35,56,M,White,Misdemeanor,594(B)2APC
34.1883,-118.6536,91307,2018-08-12,11:00,52,F,White,Felony,236PC
34.1883,-118.6536,91307,2018-08-12,11:15,32,M,White,Misdemeanor,11350HS
34.1903,-118.5335,91335,2018-08-12,6:01,19,M,LatinX,Felony,459PC
34.321,-118.4883,91342,2018-08-12,19:10,20,M,LatinX,Misdemeanor,23103(A)VC
34.0442,-118.2439,90013,2018-08-12,22:33,34,M,Black,Misdemeanor,11364(A)HS
34.187,-118.6015,91367,2018-08-12,17:15,33,F,White,Misdemeanor,11364(A)HS
34.321,-118.4883,91342,2018-08-12,20:00,20,M,LatinX,Misdemeanor,47.15ALAMC
34.1016,-118.3387,90028,2018-08-12,1:45,22,M,Other,Misdemeanor,602(O)(1)PC
33.9407,-118.2407,90002,2018-08-12,5:30,24,M,LatinX,Felony,273.5(A)PC
34.0109,-118.3067,90062,2018-08-12,10:30,53,M,Black,Felony,211PC
34.0534,-118.2745,90057,2018-08-12,20:35,45,M,LatinX,Infraction,25620(A)BP
34.0092,-118.2565,90011,2018-08-12,23:05,39,M,LatinX,Felony,487(D)(1)PC
34.0184,-118.2822,90007,2018-08-12,10:20,61,M,Black,Misdemeanor,488PC
33.9933,-118.4765,90291,2018-08-12,15:40,37,M,White,Infraction,41.27(C)LAM
34.1992,-118.5943,91303,2018-08-12,21:30,38,F,LatinX,Misdemeanor,243(A)PC
34.2307,-118.3673,91352,2018-08-12,3:45,57,F,Black,Felony,273.5(A)PC
34.0391,-118.2174,90023,2018-08-12,7:20,19,M,LatinX,Misdemeanor,23103VC
34.0384,-118.343,90016,2018-08-12,21:25,38,M,LatinX,Misdemeanor,243(E)(1)PC
34.2427,-118.4702,91343,2018-08-12,17:25,24,M,LatinX,Misdemeanor,417(A)(1)PC
33.9661,-118.2849,90044,2018-08-12,0:30,21,M,Black,Felony,3056PC
34.1034,-118.3325,90028,2018-08-12,14:00,28,F,White,Felony,487(A)PC
33.9877,-118.2728,90003,2018-08-12,23:50,28,M,LatinX,Misdemeanor,41.27CLAMC
33.956,-118.2772,90003,2018-08-12,17:10,42,F,Black,Felony,273.5(A)PC
34.0039,-118.4409,90066,2018-08-12,21:00,33,M,White,Misdemeanor,23152(A)VC
34.194,-118.3877,91605,2018-08-12,11:55,26,M,LatinX,Misdemeanor,594(B)(1)PC
34.2785,-118.3877,91342,2018-08-12,20:45,23,M,LatinX,Misdemeanor,23152(A)VC
33.9661,-118.2849,90044,2018-08-12,0:30,25,M,Black,Felony,3056PC
34.3009,-118.4696,91342,2018-08-12,19:50,22,F,LatinX,Misdemeanor,47.15ALAMC
33.9708,-118.2783,90003,2018-08-12,1:30,11,M,Black,Dependent,300(A)WI
34.187,-118.6015,91367,2018-08-12,15:15,29,M,White,Misdemeanor,11364(A)HS
34.2789,-118.4175,91331,2018-08-12,19:00,61,M,Black,Other,1203.2(A)PC
33.9564,-118.309,90047,2018-08-12,23:30,38,F,LatinX,Felony,273.5(A)PC
34.04,-118.2888,90007,2018-08-12,21:40,31,M,LatinX,Felony,487(D)(1)PC
34.0491,-118.3021,90006,2018-08-12,19:40,29,M,LatinX,Felony,211PC
34.055,-118.2735,90057,2018-08-12,16:00,75,M,LatinX,Infraction,25620(A)B&P
33.9933,-118.4765,90291,2018-08-12,7:30,46,M,White,Infraction,25620(A)BP
33.9816,-118.2564,90001,2018-08-12,8:00,29,M,LatinX,Felony,487(D)(1)PC
34.0613,-118.2738,90057,2018-08-12,19:20,40,M,LatinX,Infraction,25620(A)B&P
34.1805,-118.5975,91367,2018-08-12,20:00,25,M,Black,Misdemeanor,488PC
34.055,-118.2735,90057,2018-08-12,16:20,62,M,LatinX,Infraction,25620(A)B&P
34.321,-118.4883,91342,2018-08-12,19:39,24,M,LatinX,Misdemeanor,47.15ALAMC
33.9311,-118.2493,90059,2018-08-12,22:00,26,M,Black,Other,1203.2PC
34.1016,-118.3414,90028,2018-08-12,16:15,24,M,White,Felony,487(A)PC
34.321,-118.4883,91342,2018-08-12,19:30,24,M,Other,Misdemeanor,47.15ALAMC
33.967,-118.2739,90003,2018-08-12,9:45,47,M,LatinX,Felony,29800(A)1PC
34.321,-118.4883,91342,2018-08-12,19:45,39,F,LatinX,Misdemeanor,47.15ALAMC
34.1538,-118.4662,91403,2018-08-12,4:30,28,M,Other,Felony,23153(A)VC
34.321,-118.4883,91342,2018-08-12,19:20,25,M,LatinX,Misdemeanor,47.15ALAMC
34.0966,-118.2277,90065,2018-08-12,0:05,20,M,LatinX,Misdemeanor,41.27CLAMC
34.021,-118.208,90023,2018-08-12,23:10,22,M,LatinX,Misdemeanor,LAMC
33.9708,-118.2783,90003,2018-08-12,1:30,8,F,Black,Dependent,300(A)WIC
34.1103,-118.317,90068,2018-08-12,23:40,53,M,Other,Misdemeanor,602.5(A)PC
34.1016,-118.3252,90028,2018-08-12,14:50,23,M,LatinX,Felony,487(A)PC
34.1976,-118.4356,91405,2018-08-12,6:15,22,M,LatinX,Misdemeanor,243(A)PC
34.0437,-118.2455,90013,2018-08-12,15:00,45,M,White,Misdemeanor,41.18DLAMC
33.9983,-118.2608,90011,2018-08-12,22:00,29,M,LatinX,Felony,3455(B)1PC
34.0202,-118.2085,90023,2018-08-12,22:10,18,M,LatinX,Misdemeanor,LAMC
33.7948,-118.2694,90744,2018-08-12,19:30,38,F,Black,Misdemeanor,243(A)PC
33.979,-118.3112,90047,2018-08-12,21:40,26,M,Black,Felony,211PC
34.321,-118.4883,91342,2018-08-12,20:00,22,M,LatinX,Misdemeanor,47.15ALAMC
34.1062,-118.2053,90042,2018-08-12,21:00,24,F,White,Felony,11378HS
34.0145,-118.3045,90062,2018-08-12,11:05,21,M,Black,Misdemeanor,11364(A)HS
33.9869,-118.467,90291,2018-08-12,14:30,42,M,Other,Infraction,41.27(C)LAM
34.0287,-118.1999,90023,2018-08-12,19:03,38,F,LatinX,Misdemeanor,243(A)PC
34.021,-118.208,90023,2018-08-12,22:10,29,M,LatinX,Misdemeanor,LAMC
34.0395,-118.2405,90021,2018-08-12,22:55,43,M,LatinX,Misdemeanor,10851(A)VC
34.0341,-118.2507,90021,2018-08-12,2:45,31,M,Black,Misdemeanor,23152(A)VC
34.1018,-118.2945,90027,2018-08-12,15:10,46,M,White,Infraction,56.11(10)(B
34.0993,-118.2837,90027,2018-08-12,8:30,33,M,White,Infraction,56.11(10)(B
34.0435,-118.2471,90014,2018-08-12,18:25,23,M,LatinX,Misdemeanor,594(A)PC
34.0613,-118.2738,90057,2018-08-12,19:30,57,M,Black,Infraction,25620(A)B&P
34.2214,-118.4749,91343,2018-08-12,17:40,41,M,LatinX,Felony,3455(B)1PC
34.0206,-118.2072,90023,2018-08-12,22:10,55,M,LatinX,Misdemeanor,LAMC
34.2749,-118.4246,91331,2018-08-12,19:05,34,M,LatinX,Misdemeanor,23152(A)VC
34.2918,-118.5385,91326,2018-08-12,16:45,57,F,Black,Felony,245(A)(1)PC
34.0502,-118.254,90071,2018-08-12,15:55,56,M,LatinX,Felony,311.11(A)PC
34.0147,-118.3132,90062,2018-08-12,22:10,33,M,LatinX,Misdemeanor,11377(A)HS
34.0387,-118.2488,90014,2018-08-12,14:45,52,M,LatinX,Misdemeanor,25620BP
34.2048,-118.5326,91335,2018-08-12,2:25,30,M,LatinX,Felony,487(D)(1)PC
34.2039,-118.4662,91405,2018-08-12,21:15,56,M,LatinX,Misdemeanor,647(B)(2)PC
34.0435,-118.2471,90014,2018-08-12,15:40,40,F,LatinX,Misdemeanor,41.18ALAMC
34.0267,-118.1985,90023,2018-08-12,15:00,62,M,Black,Misdemeanor,14601.1AVC
34.048,-118.2577,90017,2018-08-12,16:00,43,M,Black,Misdemeanor,459.5PC
34.0682,-118.2609,90026,2018-08-12,4:45,39,M,LatinX,Misdemeanor,12500(A)VC
34.0508,-118.309,90006,2018-08-12,0:15,19,F,Black,Misdemeanor,647(B)PC
34.0219,-118.3133,90018,2018-08-12,7:00,24,M,Black,Felony,25400(A)1PC
33.7403,-118.2814,90731,2018-08-12,4:00,21,M,Black,Misdemeanor,602(A)PC
34.0384,-118.2464,90021,2018-08-12,10:50,49,F,Black,Felony,211PC
34.0568,-118.3457,90019,2018-08-12,8:50,25,M,LatinX,Felony,23153(F)VC
34.0278,-118.201,90023,2018-08-12,15:00,61,F,Black,Felony,245(A)(1)PC
34.0426,-118.2073,90033,2018-08-12,0:05,21,M,Black,Misdemeanor,853.7PC
34.0865,-118.1647,90032,2018-08-12,20:55,25,M,LatinX,Felony,29800(A)1PC
34.0075,-118.2775,90037,2018-08-12,2:51,44,M,Black,Misdemeanor,23152(A)VC
34.0588,-118.2221,90031,2018-08-12,3:05,23,M,LatinX,Misdemeanor,23152(A)VC
33.9295,-118.2543,90059,2018-08-12,20:00,23,M,Black,Felony,A211PC
34.0384,-118.2464,90021,2018-08-12,13:35,50,M,Black,Misdemeanor,25620BP
34.2095,-118.4287,91402,2018-08-12,4:30,25,M,LatinX,Felony,459PC
34.2039,-118.4662,91405,2018-08-12,21:45,57,M,White,Misdemeanor,647(B)(2)PC
34.0944,-118.3571,90046,2018-08-12,19:50,18,M,Black,Felony,211PC
34.1974,-118.5943,91303,2018-08-12,22:55,47,M,LatinX,Felony,273.5(A)PC
34.2282,-118.4536,91402,2018-08-12,11:10,32,F,LatinX,Infraction,25620(A)BP
34.2095,-118.4287,91402,2018-08-12,4:30,41,M,LatinX,Felony,459PC
33.9583,-118.2684,90003,2018-08-12,10:40,24,F,Black,Felony,273.5(A)PC
33.9863,-118.2881,90044,2018-08-12,23:37,43,M,LatinX,Misdemeanor,23152(A)VC
34.0761,-118.3721,90048,2018-08-12,18:25,35,M,White,Felony,368(D)PC
33.997,-118.4761,90291,2018-08-12,8:30,25,M,White,Infraction,41.18(D)LAM
34.321,-118.4883,91342,2018-08-12,19:26,24,M,LatinX,Misdemeanor,47.15ALAMC
34.1456,-118.396,91604,2018-08-12,9:30,46,M,White,Infraction,41.18(D)LAM
34.081,-118.1775,90032,2018-08-12,22:30,47,M,LatinX,Misdemeanor,243(E)(1)PC
34.3009,-118.4696,91342,2018-08-12,19:40,20,M,LatinX,Misdemeanor,47.15ALAMC
34.2027,-118.3745,91352,2018-08-12,11:00,35,M,LatinX,Misdemeanor,602(M)PC
34.0252,-118.2415,90021,2018-08-12,7:25,33,M,LatinX,Misdemeanor,23152(A)VC
34.0039,-118.2652,90011,2018-08-12,7:30,21,M,LatinX,Misdemeanor,23152(A)VC
34.04,-118.2888,90007,2018-08-12,21:40,24,F,LatinX,Felony,487(D)(1)PC
34.0568,-118.3457,90019,2018-08-12,8:20,21,M,LatinX,Felony,33215PC
34.0763,-118.3012,90004,2018-08-12,3:00,22,M,LatinX,Felony,422(A)PC
34.0085,-118.3089,90062,2018-08-12,18:35,29,M,Black,Felony,3455(B)1PC
34.0435,-118.2471,90014,2018-08-12,11:40,44,M,Black,Misdemeanor,41.18ALAMC
34.3082,-118.4425,91342,2018-08-12,20:20,19,M,LatinX,Misdemeanor,11375(B)2HS
33.9542,-118.2904,90044,2018-08-12,4:45,23,M,LatinX,Felony,273.5(A)PC
34.0637,-118.2916,90020,2018-08-12,1:20,52,M,Black,Felony,11352(A)HS
34.0523,-118.2091,90033,2018-08-12,17:00,25,M,LatinX,Felony,25850(A)PC
34.0577,-118.2318,90012,2018-08-12,0:25,28,F,Black,Misdemeanor,243(E)(1)PC
34.021,-118.208,90023,2018-08-12,22:10,33,M,LatinX,Misdemeanor,LAMC
34.2069,-118.4097,91605,2018-08-12,8:05,46,F,LatinX,Infraction,41.18(D)LAM
34.0416,-118.244,90021,2018-08-12,12:30,51,M,LatinX,Infraction,25620ABP
33.9901,-118.4764,90291,2018-08-12,0:22,54,M,Black,Infraction,6344I9LAMC
33.9547,-118.2564,90002,2018-08-12,22:30,27,M,LatinX,Felony,273.5(A)PC
33.9564,-118.309,90047,2018-08-12,11:30,35,M,Black,Felony,21810PC
34.1096,-118.2383,90065,2018-08-12,23:50,29,F,LatinX,Misdemeanor,243(E)(1)PC
34.256,-118.3003,91042,2018-08-12,22:40,36,M,White,Felony,530.5(C)2PC
34.0966,-118.2277,90065,2018-08-12,0:05,29,M,LatinX,Misdemeanor,41.27CLAMC
33.8819,-118.2826,90248,2018-08-12,1:00,41,M,LatinX,Misdemeanor,23152(A)VC
34.0147,-118.3132,90062,2018-08-12,22:10,27,M,LatinX,Felony,10851(A)VC
34.2797,-118.415,91331,2018-08-12,18:40,49,M,LatinX,Misdemeanor,23152(A)VC
33.9958,-118.2783,90037,2018-08-12,12:50,47,M,LatinX,Misdemeanor,23152(A)VC
34.0435,-118.2471,90014,2018-08-12,11:45,30,F,Black,Misdemeanor,41.18ALAMC
34.0433,-118.2504,90014,2018-08-12,12:35,34,M,Black,Misdemeanor,23152(F)VC
34.3101,-118.4273,91342,2018-08-12,16:30,40,M,White,Felony,211PC
33.9708,-118.2783,90003,2018-08-12,19:55,59,M,Black,Felony,3455(B)1PC
34.0966,-118.2277,90065,2018-08-12,0:15,23,M,LatinX,Misdemeanor,41.27CLAMC
34.3009,-118.4696,91342,2018-08-12,19:45,21,F,LatinX,Misdemeanor,47.15ALAMC
33.9635,-118.3962,90045,2018-08-12,2:20,43,M,White,Misdemeanor,23152(B)VC
34.321,-118.4883,91342,2018-08-12,19:40,23,M,LatinX,Misdemeanor,47.15ALAMC
34.0448,-118.2474,90013,2018-08-12,4:45,24,M,LatinX,Felony,20001(A)VC
34.2103,-118.3878,91605,2018-08-12,19:55,14,M,LatinX,Misdemeanor,243(A)PC
34.1869,-118.3987,91606,2018-08-12,11:00,61,M,LatinX,Infraction,41.45(C)LAM
34.0725,-118.251,90026,2018-08-12,3:30,27,M,LatinX,Felony,487(D)(1)PC
34.0349,-118.1965,90063,2018-08-12,3:15,30,M,LatinX,Felony,2800.1VC
34.0607,-118.2725,90057,2018-08-12,17:10,48,M,LatinX,Infraction,41.27CLAMC
34.1558,-118.3965,91607,2018-08-12,15:50,37,F,Other,Misdemeanor,459.5PC
34.0944,-118.3571,90046,2018-08-12,19:50,18,M,Black,Felony,211PC
34.321,-118.4883,91342,2018-08-12,19:30,20,F,LatinX,Misdemeanor,47.15ALAMC
34.0994,-118.3093,90027,2018-08-12,1:00,23,M,LatinX,Misdemeanor,25620B&P
34.1939,-118.4967,91406,2018-08-12,4:30,32,M,White,Felony,530.5(A)PC
33.9451,-118.4029,90045,2018-08-12,11:45,36,M,White,Misdemeanor,243(A)PC
34.2152,-118.3559,91352,2018-08-12,12:05,65,M,Other,Felony,273.5(A)PC
34.2282,-118.4536,91402,2018-08-12,11:05,39,M,LatinX,Infraction,25620(A)BP
34.1849,-118.3834,91606,2018-08-12,4:00,22,M,White,Felony,594(A)(3)PC
34.2207,-118.5361,91324,2018-08-12,20:45,27,M,White,Misdemeanor,11350(A)HS
34.0906,-118.2827,90029,2018-08-12,13:00,23,M,LatinX,Misdemeanor,243(A)PC
34.0806,-118.2176,90031,2018-08-12,16:30,49,M,Black,Misdemeanor,11364(A)HS
34.0424,-118.3467,90019,2018-08-12,9:45,19,M,LatinX,Misdemeanor,243(E)(1)PC
34.0383,-118.2826,90015,2018-08-12,4:43,24,M,LatinX,Misdemeanor,23152(A)VC
34.0412,-118.2474,90014,2018-08-12,14:00,39,M,Black,Infraction,25620ABP
34.0421,-118.2469,90014,2018-08-12,14:25,24,F,White,Misdemeanor,41.18DLAMC
34.1552,-118.4749,91436,2018-08-12,0:14,25,M,LatinX,Misdemeanor,23152(A)VC
34.1493,-118.3759,91602,2018-08-12,0:33,30,M,White,Misdemeanor,23152(A)VC
33.9987,-118.3002,90037,2018-08-12,21:18,38,M,LatinX,Misdemeanor,23152(A)VC
33.998,-118.3089,90062,2018-08-11,23:45,18,F,LatinX,Misdemeanor,653.22(A)PC
33.9994,-118.3108,90062,2018-08-11,8:30,33,M,Black,Felony,273.5(A)PC
33.7388,-118.2923,90731,2018-08-11,11:20,65,F,LatinX,Misdemeanor,602(M)PC
33.7333,-118.2814,90731,2018-08-11,19:40,32,F,Black,Misdemeanor,243(A)PC
34.2533,-118.5361,91324,2018-08-11,7:10,15,F,LatinX,Misdemeanor,490.1(A)PC
34.031,-118.411,90064,2018-08-11,23:00,14,M,Black,Misdemeanor,243(A)PC
34.0378,-118.2483,90021,2018-08-11,16:30,54,M,White,Infraction,25620ABP
34.1006,-118.3417,90028,2018-08-11,23:00,52,F,White,Misdemeanor,148(A)(1)PC
34.0757,-118.2177,90031,2018-08-11,22:25,24,M,LatinX,Other,3455(C)PC
33.9638,-118.2629,90001,2018-08-11,16:05,22,M,Black,Felony,25400(A)1PC
34.1034,-118.3325,90028,2018-08-11,2:25,36,M,Black,Misdemeanor,14601.1AVC
33.9892,-118.2827,90003,2018-08-11,0:35,38,M,LatinX,Misdemeanor,23152(A)VC
34.0633,-118.3473,90036,2018-08-11,7:45,30,M,Black,Misdemeanor,647(A)PC
34.0206,-118.2428,90021,2018-08-11,11:45,32,M,LatinX,Misdemeanor,11350HS
34.0228,-118.3002,90007,2018-08-11,20:35,31,M,LatinX,Misdemeanor,417(A)(2)PC
