latitude,longitude,zipcode,arr_date2,arrest_time,age,sex,race_cat,arrest_type,charge
34.0596,-118.2749,90057,2018-08-06,15:00,48,M,LatinX,Misdemeanor,853.7PC
33.9602,-118.2651,90003,2018-08-06,16:45,27,M,Black,Misdemeanor,11377(A)HS
34.048,-118.2577,90017,2018-08-06,17:50,39,M,Black,Misdemeanor,459.5PC
34.2012,-118.3725,91352,2018-08-06,15:39,27,M,LatinX,Misdemeanor,273.5(A)PC
34.2673,-118.5264,91344,2018-08-06,12:00,69,M,White,Misdemeanor,498(B)(1)PC
34.1038,-118.2013,90042,2018-08-06,13:00,26,M,Other,Misdemeanor,11377(A)HS
33.7577,-118.2884,90731,2018-08-06,13:00,35,M,LatinX,Misdemeanor,245(A)(4)PC
34.0187,-118.2118,90023,2018-08-06,18:25,28,M,LatinX,Felony,422(A)PC
34.2309,-118.3878,91352,2018-08-06,22:15,35,M,LatinX,Misdemeanor,653.22PC
34.2011,-118.536,91335,2018-08-06,19:50,29,M,LatinX,Misdemeanor,14601.1AVC
34.1017,-118.318,90028,2018-08-06,12:40,37,M,Black,Felony,10851(A)VC
34.2643,-118.4202,91331,2018-08-06,20:25,32,F,LatinX,Felony,273.5(A)PC
34.2354,-118.4481,91402,2018-08-06,12:50,25,M,Black,Infraction,41.24(A)LAM
34.0439,-118.2479,90014,2018-08-06,13:25,46,M,LatinX,Misdemeanor,25620BP
34.0132,-118.2959,90037,2018-08-06,12:30,25,M,Black,Felony,211PC
34.0912,-118.2111,90065,2018-08-06,14:20,56,M,LatinX,Misdemeanor,25620(A)B&P
34.2209,-118.4966,91406,2018-08-06,21:10,46,M,LatinX,Felony,422(A)PC
34.1696,-118.5974,91367,2018-08-06,8:20,29,M,White,Misdemeanor,11364HS
34.033,-118.4324,90064,2018-08-06,16:30,53,F,White,Misdemeanor,11364AHS
34.1221,-118.2188,90041,2018-08-06,23:35,58,F,Other,Felony,273.6(D)PC
34.0255,-118.2839,90007,2018-08-06,8:21,72,M,Black,Misdemeanor,459.5PC
34.0073,-118.298,90037,2018-08-06,22:00,55,M,Black,Felony,487(D)(1)PC
34.0182,-118.2824,90007,2018-08-06,16:56,19,M,LatinX,Misdemeanor,23152(F)VC
34.1807,-118.536,91335,2018-08-06,9:40,39,F,LatinX,Misdemeanor,11364(A)HS
34.2309,-118.3878,91352,2018-08-06,21:45,38,M,LatinX,Misdemeanor,653.22PC
33.9807,-118.2827,90003,2018-08-06,0:10,21,F,LatinX,Misdemeanor,653.22(A)PC
34.191,-118.5622,91335,2018-08-06,7:20,43,F,White,Misdemeanor,11350(A)HS
34.0921,-118.2111,90065,2018-08-06,14:25,56,M,LatinX,Misdemeanor,41.27(C)LAM
34.2085,-118.4749,91406,2018-08-06,0:55,18,M,LatinX,Misdemeanor,47.15LAMC
34.0385,-118.3135,90018,2018-08-06,8:44,21,M,LatinX,Misdemeanor,23152(A)VC
34.2516,-118.4275,91331,2018-08-06,22:35,19,M,LatinX,Felony,10851(A)VC
34.0174,-118.2368,90058,2018-08-06,21:40,29,M,LatinX,Felony,11378HS
34.2304,-118.4895,91343,2018-08-06,7:25,32,M,LatinX,Misdemeanor,148.9(A)PC
33.9389,-118.248,90002,2018-08-06,16:10,31,M,LatinX,Felony,245(A)(1)PC
34.0321,-118.2599,90015,2018-08-06,7:50,60,M,Black,Misdemeanor,41.18ALAMC
34.0994,-118.2035,90031,2018-08-06,12:35,25,F,LatinX,Misdemeanor,11350
34.0363,-118.309,90018,2018-08-06,0:30,24,M,Black,Felony,273.5(A)PC
34.033,-118.4324,90064,2018-08-06,16:30,40,M,Other,Misdemeanor,487(A)PC
34.2179,-118.5014,91406,2018-08-06,14:05,20,M,White,Felony,3056PC
34.033,-118.4324,90064,2018-08-06,16:30,57,M,White,Felony,11355HS
34.0404,-118.2504,90014,2018-08-06,14:45,59,M,LatinX,Misdemeanor,243(A)PC
33.9622,-118.285,90044,2018-08-06,19:15,43,M,Black,Misdemeanor,10852VC
34.0483,-118.1974,90033,2018-08-06,5:14,26,M,LatinX,Misdemeanor,23152(G)VC
34.0814,-118.2962,90004,2018-08-06,4:25,30,F,Black,Felony,245(A)(1)PC
34.1748,-118.4459,91401,2018-08-06,0:21,65,M,Black,Felony,273.5(A)PC
34.2084,-118.5514,91335,2018-08-06,20:20,24,M,LatinX,Felony,484E(D)PC
34.0369,-118.2093,90033,2018-08-06,22:50,25,M,Black,Felony,3000.08CPC
34.2157,-118.475,91406,2018-08-06,1:05,19,M,LatinX,Misdemeanor,47.15LAMC
34.033,-118.4324,90064,2018-08-06,16:30,33,F,White,Misdemeanor,41.18(D)LAM
33.9992,-118.472,90291,2018-08-06,11:30,36,M,White,Felony,10851(A)VC
34.04,-118.3008,90018,2018-08-06,4:40,21,M,LatinX,Misdemeanor,243(A)PC
33.9956,-118.4722,90291,2018-08-06,13:50,51,M,Other,Infraction,41.8(D)LAMC
34.0099,-118.2959,90037,2018-08-06,12:50,43,M,Black,Felony,A459PC
34.201,-118.6129,91303,2018-08-06,10:40,49,M,LatinX,Misdemeanor,41.27(C)LAM
34.0453,-118.2499,90014,2018-08-06,12:40,58,M,Black,Misdemeanor,25620BP
33.9788,-118.2717,90003,2018-08-06,23:50,49,M,LatinX,Felony,245(A)(1)PC
33.9433,-118.4072,90045,2018-08-06,19:30,23,M,Black,Misdemeanor,148.9(A)PC
33.9699,-118.2739,90003,2018-08-06,19:45,31,M,LatinX,Misdemeanor,10851(A)VC
34.0085,-118.3089,90062,2018-08-06,18:00,25,F,LatinX,Felony,530.5(A)PC
34.2085,-118.4698,91406,2018-08-06,12:25,37,M,LatinX,Felony,530.5(A)PC
34.2549,-118.3036,91040,2018-08-06,21:10,41,M,LatinX,Misdemeanor,243(E)(1)PC
33.9697,-118.2717,90003,2018-08-06,22:50,17,M,LatinX,Felony,422(A)PC
34.0527,-118.3176,90019,2018-08-06,15:40,27,M,Black,Felony,594(A)(2)PC
33.9923,-118.2696,90011,2018-08-06,12:40,22,M,LatinX,Felony,3056PC
33.931,-118.2893,90044,2018-08-06,10:15,38,F,Black,Felony,245(A)(1)PC
34.2309,-118.3878,91352,2018-08-06,21:25,50,M,LatinX,Misdemeanor,647(B)PC
34.0578,-118.4478,90024,2018-08-06,6:15,34,M,White,Felony,245(A)(1)PC
33.7916,-118.2915,90710,2018-08-06,19:00,47,F,Black,Misdemeanor,243(A)PC
33.9933,-118.4792,90291,2018-08-06,18:40,37,M,Other,Infraction,63.44(I)9LA
34.0651,-118.2081,90031,2018-08-06,15:20,59,F,LatinX,Infraction,25620(A)BP
34.0651,-118.2081,90031,2018-08-06,15:20,63,M,LatinX,Infraction,25620(A)BP
34.0357,-118.4141,90064,2018-08-06,17:50,29,M,Black,Misdemeanor,14601.1AVC
34.1866,-118.5535,91335,2018-08-06,11:10,33,M,White,Misdemeanor,647(E)PC
33.9842,-118.298,90044,2018-08-06,11:30,30,F,LatinX,Misdemeanor,243(A)PC
34.2167,-118.3703,91352,2018-08-06,19:00,25,F,LatinX,Misdemeanor,11377(A)HS
33.9309,-118.37,90045,2018-08-06,11:45,22,M,LatinX,Misdemeanor,14601.2AVC
34.205,-118.4339,91405,2018-08-06,1:20,37,M,LatinX,Felony,422(A)PC
34.2309,-118.3878,91352,2018-08-06,12:15,26,M,LatinX,Misdemeanor,647(B)PC
34.2085,-118.4749,91406,2018-08-06,1:00,25,M,LatinX,Misdemeanor,23109(A)VC
34.0091,-118.3089,90062,2018-08-06,18:00,25,M,LatinX,Felony,273.5(A)PC
34.0413,-118.2742,90015,2018-08-06,13:45,26,M,LatinX,Felony,3000.08CPC
34.048,-118.2577,90017,2018-08-06,11:40,24,F,LatinX,Misdemeanor,459.5PC
34.3103,-118.4532,91342,2018-08-06,0:30,18,M,LatinX,Felony,22210PC
34.0636,-118.4482,90024,2018-08-06,21:00,55,M,White,Misdemeanor,602PC
34.0325,-118.3563,90016,2018-08-06,17:00,35,M,LatinX,Misdemeanor,LAMC
33.7835,-118.3,90710,2018-08-06,11:35,38,F,White,Felony,245(A)(1)PC
34.0075,-118.2565,90011,2018-08-06,22:15,27,M,Black,Felony,3455(B)1PC
33.8016,-118.3042,90710,2018-08-06,13:55,24,M,LatinX,Felony,594(A)(2)PC
34.2542,-118.4095,91331,2018-08-06,12:15,35,F,LatinX,Other,1203.2PC
33.9438,-118.2652,90003,2018-08-06,19:40,48,F,LatinX,Misdemeanor,LAMC
34.0437,-118.2098,90033,2018-08-06,20:40,22,M,LatinX,Felony,25850(A)PC
33.9898,-118.272,90011,2018-08-06,11:55,49,M,White,Other,3454(C)PC
34.262,-118.4472,91345,2018-08-06,15:45,60,M,Other,Felony,10851(A)VC
34.0276,-118.3384,90016,2018-08-06,10:00,57,M,Black,Misdemeanor,14601.1AVC
33.9908,-118.4765,90291,2018-08-06,14:25,51,M,White,Misdemeanor,41.27(C)LAM
33.9983,-118.3089,90062,2018-08-06,14:40,28,F,Black,Misdemeanor,853.7PC
34.038,-118.243,90021,2018-08-06,15:10,58,M,Black,Misdemeanor,25620BP
34.1776,-118.4662,91411,2018-08-06,19:00,52,M,White,Misdemeanor,459.5PC
34.0373,-118.2503,90015,2018-08-06,8:05,58,M,Black,Misdemeanor,25620BP
34.2631,-118.4469,91345,2018-08-06,15:45,37,F,LatinX,Felony,10980(C)2WI
34.063,-118.2727,90057,2018-08-06,5:45,25,M,LatinX,Felony,215(A)PC
34.0372,-118.2418,90021,2018-08-06,9:50,73,F,Black,Misdemeanor,25620BP
34.1776,-118.4662,91411,2018-08-06,19:00,49,M,White,Misdemeanor,459.5PC
34.0449,-118.2458,90013,2018-08-06,21:00,58,M,Black,Felony,245(A)(1)PC
34.1937,-118.6315,91307,2018-08-06,9:50,29,M,White,Misdemeanor,11377(A)HS
34.0601,-118.2761,90057,2018-08-06,16:45,39,M,Black,Infraction,56.11.7LAMC
33.944,-118.4073,90045,2018-08-06,5:03,27,M,Other,Felony,1551.1PC
34.1566,-118.3727,91602,2018-08-06,9:40,33,M,White,Misdemeanor,853.7PC
34.0388,-118.2574,90015,2018-08-06,7:30,33,M,Black,Misdemeanor,41.18DLAMC
34.1807,-118.536,91335,2018-08-06,9:40,28,M,Black,Felony,487(A)PC
34.2516,-118.4275,91331,2018-08-06,22:35,17,M,LatinX,Felony,2800.2(A)VC
34.0495,-118.2529,90013,2018-08-06,14:10,48,M,Black,Misdemeanor,25620BP
34.0596,-118.2749,90057,2018-08-06,20:30,41,M,LatinX,Other,3056PC
34.1827,-118.4444,91401,2018-08-06,23:35,43,M,Black,Misdemeanor,23152(F)VC
33.7862,-118.2908,90710,2018-08-06,20:20,32,F,LatinX,Felony,10851(A)VC
34.3241,-118.4795,91342,2018-08-06,17:55,43,M,LatinX,Misdemeanor,11364(A)HS
34.0577,-118.2976,90005,2018-08-06,21:30,41,M,LatinX,Felony,3000.08CPC
34.0433,-118.2377,90013,2018-08-06,13:10,38,M,LatinX,Misdemeanor,273A(B)PC
34.0877,-118.2869,90029,2018-08-06,20:40,33,F,Black,Misdemeanor,11364HS
34.2309,-118.3878,91352,2018-08-06,1:05,40,M,White,Misdemeanor,653.22PC
33.9872,-118.3277,90043,2018-08-06,17:00,20,M,LatinX,Felony,594(A)(1)PC
34.0577,-118.3078,90005,2018-08-06,21:30,21,F,LatinX,Misdemeanor,243(A)PC
33.9745,-118.3309,90043,2018-08-06,1:15,46,M,Black,Felony,422(A)PC
34.201,-118.6129,91303,2018-08-06,9:55,30,M,White,Felony,594.7PC
33.9438,-118.2652,90003,2018-08-06,19:40,58,M,LatinX,Misdemeanor,LAMC
34.1882,-118.5988,91367,2018-08-06,15:45,34,F,LatinX,Misdemeanor,488PC
33.9765,-118.2827,90003,2018-08-06,0:30,25,F,Black,Misdemeanor,653.22(A)PC
33.9664,-118.309,90047,2018-08-06,20:40,20,M,LatinX,Misdemeanor,23152(A)VC
34.0315,-118.2068,90023,2018-08-06,16:30,31,M,White,Other,3056PC
33.9791,-118.309,90047,2018-08-06,2:05,40,M,Black,Misdemeanor,853.7PC
34.0605,-118.2769,90057,2018-08-06,18:55,21,M,LatinX,Misdemeanor,594(A)PC
34.0601,-118.2761,90057,2018-08-06,16:20,33,M,Black,Infraction,63.44B24LAM
34.0266,-118.277,90007,2018-08-06,20:15,59,M,White,Misdemeanor,5411PUC
34.0604,-118.438,90024,2018-08-06,14:30,32,M,Other,Misdemeanor,11364HS
34.0515,-118.2424,90012,2018-08-06,12:05,31,M,LatinX,Other,3455(C)PC
34.1439,-118.1955,90041,2018-08-06,12:05,52,M,LatinX,Misdemeanor,11364(A)HS
34.1758,-118.5247,91316,2018-08-06,11:50,28,M,Black,Felony,211PC
34.1828,-118.6315,91367,2018-08-06,22:45,35,F,Black,Misdemeanor,243(E)(1)PC
34.0889,-118.2536,90026,2018-08-06,15:10,35,F,White,Misdemeanor,11350(A)HS
34.0598,-118.2734,90057,2018-08-06,9:00,32,M,Black,Felony,245(A)(1)PC
34.0448,-118.2474,90013,2018-08-06,2:10,33,M,Black,Felony,594(A)(1)PC
34.0372,-118.2418,90021,2018-08-06,15:00,62,M,Black,Misdemeanor,25620BP
34.1504,-118.3744,91602,2018-08-06,14:30,33,M,Black,Infraction,41.18(D)LAM
34.1058,-118.3307,90068,2018-08-06,14:35,26,M,White,Misdemeanor,11350(A)HS
34.2355,-118.5885,91311,2018-08-06,17:35,49,M,Other,Felony,11351HS
34.174,-118.4662,91411,2018-08-06,11:40,26,M,White,Misdemeanor,459.5PC
34.2227,-118.4273,91402,2018-08-06,16:00,27,M,LatinX,Infraction,41.27CLAMC
34.0601,-118.2761,90057,2018-08-06,16:45,38,M,Black,Misdemeanor,853.7PC
34.1546,-118.3877,91602,2018-08-06,21:50,49,M,Black,Misdemeanor,11377HS
33.9842,-118.298,90044,2018-08-06,11:30,33,M,LatinX,Misdemeanor,243(A)PC
34.2427,-118.4502,91402,2018-08-06,5:30,26,M,LatinX,Felony,4573PC
34.1826,-118.3916,91606,2018-08-06,3:00,31,M,White,Misdemeanor,23152(A)VC
34.0853,-118.3222,90038,2018-08-06,12:10,53,M,White,Infraction,56.11(10)(B
34.0413,-118.2517,90014,2018-08-06,12:10,48,M,LatinX,Felony,459PC
34.0028,-118.2827,90037,2018-08-06,18:40,45,M,LatinX,Misdemeanor,LAMC
34.0436,-118.296,90006,2018-08-06,11:45,36,F,White,Misdemeanor,602(P)PC
34.1673,-118.3816,91601,2018-08-06,12:35,29,M,White,Misdemeanor,166(C)(1)PC
33.9878,-118.4461,90292,2018-08-06,13:30,35,M,Other,Felony,459PC
34.1717,-118.4757,91436,2018-08-06,11:40,26,M,LatinX,Misdemeanor,853.7PC
34.2179,-118.5014,91406,2018-08-06,16:30,32,M,LatinX,Felony,3056PC
34.0601,-118.2761,90057,2018-08-06,15:35,54,M,White,Misdemeanor,11364(A)HS
34.0398,-118.21,90033,2018-08-06,7:20,28,F,LatinX,Felony,243(D)PC
34.1004,-118.3387,90028,2018-08-06,11:00,29,M,White,Felony,245(A)(1)PC
34.0907,-118.3384,90038,2018-08-06,9:15,54,M,White,Felony,1551.1PC
33.9367,-118.2871,90044,2018-08-06,20:30,26,M,LatinX,Misdemeanor,602(O)(1)PC
34.0437,-118.2455,90013,2018-08-06,18:00,55,F,Black,Felony,245(A)(1)PC
33.9932,-118.2958,90037,2018-08-06,21:40,42,M,Other,Felony,273.5(A)PC
34.2309,-118.3878,91352,2018-08-06,23:50,35,M,LatinX,Misdemeanor,647(B)PC
33.9643,-118.2916,90044,2018-08-06,22:00,23,M,Black,Misdemeanor,23152(A)VC
33.9916,-118.4162,90230,2018-08-06,3:00,21,M,LatinX,Felony,211PC
34.1019,-118.2031,90042,2018-08-06,12:15,40,F,LatinX,Misdemeanor,11377
34.2106,-118.4287,91402,2018-08-06,17:05,27,M,LatinX,Infraction,25620(A)BP
33.9761,-118.2827,90003,2018-08-06,0:30,22,F,Black,Misdemeanor,653.22(A)PC
34.0408,-118.3497,90016,2018-08-06,14:20,54,M,Black,Misdemeanor,11350(A)HS
34.2014,-118.3965,91605,2018-08-06,10:35,41,M,LatinX,Misdemeanor,369(I)(A)PC
34.0321,-118.2599,90015,2018-08-06,7:45,57,M,Black,Misdemeanor,41.18DLAMC
34.0462,-118.2738,90015,2018-08-06,19:45,31,M,LatinX,Felony,4573PC
34.1907,-118.4487,91405,2018-08-06,13:26,35,M,LatinX,Felony,243(D)PC
34.0387,-118.2439,90021,2018-08-06,11:58,39,F,LatinX,Misdemeanor,41.27CLAMC
34.1763,-118.5894,91367,2018-08-06,15:56,49,M,White,Felony,11379(A)HS
34.1733,-118.5974,91367,2018-08-06,13:12,55,M,Black,Felony,11378HS
34.1439,-118.1955,90041,2018-08-06,12:05,35,F,White,Misdemeanor,11377(A)HS
34.2779,-118.3987,91342,2018-08-06,9:25,20,M,LatinX,Misdemeanor,12500(A)VC
34.1382,-118.1874,90041,2018-08-06,12:05,35,F,LatinX,Misdemeanor,11350HS
34.0509,-118.2642,90017,2018-08-06,21:45,36,F,LatinX,Misdemeanor,243(B)PC
34.0806,-118.2176,90031,2018-08-06,4:50,18,M,LatinX,Felony,10851(A)VC
34.0085,-118.3089,90062,2018-08-06,18:00,40,M,LatinX,Misdemeanor,11364(A)HS
34.1058,-118.3307,90068,2018-08-06,14:35,28,F,White,Misdemeanor,11350(A)HS
34.1506,-118.4627,91403,2018-08-06,17:25,28,M,Black,Felony,459PC
34.0443,-118.2864,90006,2018-08-06,22:05,47,M,LatinX,Misdemeanor,23152(A)VC
34.1016,-118.3333,90028,2018-08-06,12:45,43,M,Black,Felony,487(A)PC
33.9728,-118.3003,90044,2018-08-06,8:45,29,M,LatinX,Misdemeanor,243(E)(1)PC
33.9391,-118.2826,90061,2018-08-06,16:15,21,F,Black,Misdemeanor,647(B)PC
33.9965,-118.477,90291,2018-08-06,11:15,28,M,White,Felony,245(A)(4)PC
34.153,-118.4487,91403,2018-08-06,15:00,48,F,White,Misdemeanor,459.5PC
34.0381,-118.2629,90015,2018-08-06,1:30,26,M,LatinX,Misdemeanor,243(A)PC
34.0981,-118.3071,90027,2018-08-06,17:20,52,F,Black,Felony,245(A)(1)PC
33.951,-118.2827,90003,2018-08-06,16:30,28,F,White,Misdemeanor,647(B)PC
34.0388,-118.2574,90015,2018-08-06,9:50,24,M,White,Misdemeanor,41.18ALAMC
33.9964,-118.4621,90291,2018-08-06,22:15,41,F,LatinX,Misdemeanor,243(B)PC
34.0464,-118.2402,90013,2018-08-06,15:45,73,M,White,Misdemeanor,41.18ALAMC
34.0601,-118.2761,90057,2018-08-06,15:45,27,M,Black,Misdemeanor,23152(G)VC
34.0478,-118.2484,90013,2018-08-06,21:30,35,F,Black,Misdemeanor,243(A)PC
34.0596,-118.2749,90057,2018-08-06,15:00,48,M,LatinX,Infraction,4145CLAMC
34.0794,-118.1974,90032,2018-08-06,11:00,41,F,LatinX,Misdemeanor,484(A)PC
34.0994,-118.2035,90031,2018-08-06,13:25,39,M,LatinX,Misdemeanor,11364
34.08,-118.2606,90026,2018-08-06,17:30,59,M,LatinX,Misdemeanor,41.27(C)LAM
34.1976,-118.4455,91405,2018-08-06,19:30,38,M,LatinX,Felony,245(A)(1)PC
33.9601,-118.2739,90003,2018-08-06,23:05,17,M,Black,Felony,25400(A)1PC
34.0907,-118.3321,90038,2018-08-06,5:35,37,M,Black,Felony,3000.08CPC
34.0387,-118.2335,90021,2018-08-06,14:40,24,M,LatinX,Misdemeanor,594(A)PC
34.0488,-118.2518,90013,2018-08-06,18:40,25,M,White,Misdemeanor,11377HS
34.0609,-118.2823,90057,2018-08-06,8:20,16,M,LatinX,Felony,245(A)(4)PC
33.9774,-118.2827,90003,2018-08-06,18:15,37,F,White,Misdemeanor,647(B)PC
34.2215,-118.4618,91402,2018-08-06,7:45,54,M,LatinX,Misdemeanor,11364(A)HS
34.2214,-118.4662,91402,2018-08-06,19:35,36,M,LatinX,Misdemeanor,11377(A)HS
34.2671,-118.455,91345,2018-08-06,9:10,36,M,LatinX,Felony,459PC
33.9339,-118.2739,90061,2018-08-06,9:00,36,M,Black,Misdemeanor,166(C)(1)PC
33.9807,-118.2827,90003,2018-08-06,0:30,24,F,White,Misdemeanor,653.22(A)PC
33.7556,-118.2922,90731,2018-08-06,20:00,56,M,Black,Felony,261(A)(2)PC
34.0291,-118.4037,90034,2018-08-06,2:25,41,M,Black,Misdemeanor,602(O)(1)PC
34.0037,-118.2959,90037,2018-08-06,2:10,29,M,LatinX,Felony,207(A)PC
34.1805,-118.5975,91367,2018-08-06,17:00,15,M,LatinX,Misdemeanor,490.1PC
33.9416,-118.2826,90003,2018-08-06,16:05,26,F,Black,Misdemeanor,653.22(A)PC
33.944,-118.4073,90045,2018-08-06,20:10,29,F,Other,Felony,459PC
34.1564,-118.463,91403,2018-08-06,0:21,60,M,White,Misdemeanor,23152(A)VC
34.1867,-118.4258,91401,2018-08-06,9:25,25,M,LatinX,Other,1203.2PC
34.2721,-118.353,91342,2018-08-06,20:10,22,M,LatinX,Misdemeanor,23152(A)VC
33.9746,-118.3014,90047,2018-08-06,3:10,35,M,LatinX,Felony,4573PC
33.9708,-118.2783,90003,2018-08-06,15:00,15,M,Black,Felony,211PC
33.991,-118.3101,90062,2018-08-06,19:20,19,M,Black,Felony,29800(A)1PC
33.9952,-118.4804,90291,2018-08-06,16:40,61,M,White,Misdemeanor,853.7PC
34.0565,-118.4427,90024,2018-08-06,8:40,60,F,Black,Misdemeanor,56.11LAMC
34.2039,-118.4662,91405,2018-08-06,2:30,20,F,Black,Misdemeanor,647(B)PC
34.1831,-118.4523,91411,2018-08-06,20:20,65,F,Black,Misdemeanor,243(B)PC
34.0423,-118.2452,90014,2018-08-06,11:15,61,M,Black,Misdemeanor,25620BP
34.2106,-118.4287,91402,2018-08-06,17:26,21,M,LatinX,Infraction,25620(A)BP
34.0519,-118.2094,90033,2018-08-06,18:55,34,F,White,Felony,A459PC
34.2246,-118.5244,91325,2018-08-06,19:50,23,M,LatinX,Misdemeanor,41.27CLAMC
34.2662,-118.4219,91331,2018-08-06,20:25,25,M,Black,Felony,666.5PC
34.0503,-118.2506,90013,2018-08-06,2:30,32,M,Black,Felony,487(D)(1)PC
34.0875,-118.2259,90065,2018-08-06,14:10,58,M,LatinX,Misdemeanor,25620(A)B&P
34.009,-118.4343,90066,2018-08-06,4:00,41,M,LatinX,Misdemeanor,23152(A)VC
33.9855,-118.472,90291,2018-08-06,15:30,36,M,Black,Infraction,25620(A)BP
34.043,-118.242,90013,2018-08-06,14:45,24,M,Black,Felony,273.5(A)PC
34.1002,-118.3716,90069,2018-08-06,21:30,57,M,Other,Felony,245(A)(1)PC
34.0746,-118.3146,90004,2018-08-06,3:40,19,M,LatinX,Misdemeanor,23152(A)VC
34.2685,-118.4364,91331,2018-08-06,9:00,20,M,LatinX,Misdemeanor,23152(A)VC
34.193,-118.4662,91411,2018-08-06,2:05,19,F,Black,Misdemeanor,653.22(A)PC
34.1017,-118.318,90028,2018-08-06,6:20,25,F,White,Other,1203.2PC
34.1013,-118.3451,90028,2018-08-06,18:05,39,M,White,Misdemeanor,853.7PC
34.0636,-118.3047,90020,2018-08-06,12:50,29,M,LatinX,Felony,273.5(A)PC
34.0372,-118.2418,90021,2018-08-06,9:50,56,M,Black,Misdemeanor,25620BP
34.0439,-118.2479,90014,2018-08-06,16:45,55,M,Black,Misdemeanor,25620BP
